model,season_type,ENSO_phase,station,index,mag_err_raw,mag_err_qdm,delta_mag_err
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,R99p,59.18,19.16,-40.02
CanESM5,HOT_DRY,LA_NINA,351201,R99p,59.18,12.6,-46.58
CESM2,HOT_DRY,LA_NINA,351201,R99p,59.18,59.18,0.0
EC-Earth3,HOT_DRY,LA_NINA,351201,R99p,59.18,59.18,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351201,R99p,59.18,22.44,-36.74
MIROC6,HOT_DRY,LA_NINA,351201,R99p,59.18,186.15,126.97
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,R99p,59.18,59.18,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,Rx1day,22.94,20.69,-2.25
CanESM5,HOT_DRY,LA_NINA,351201,Rx1day,9.33,0.52,-8.81
CESM2,HOT_DRY,LA_NINA,351201,Rx1day,79.13,82.01,2.88
EC-Earth3,HOT_DRY,LA_NINA,351201,Rx1day,6.92,14.02,7.1
FGOALS-g3,HOT_DRY,LA_NINA,351201,Rx1day,25.8,10.13,-15.67
MIROC6,HOT_DRY,LA_NINA,351201,Rx1day,142.06,21.17,-120.89
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,Rx1day,32.84,6.71,-26.13
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,Rx5day,30.67,48.68,18.01
CanESM5,HOT_DRY,LA_NINA,351201,Rx5day,16.78,17.72,0.94
CESM2,HOT_DRY,LA_NINA,351201,Rx5day,55.54,3.06,-52.48
EC-Earth3,HOT_DRY,LA_NINA,351201,Rx5day,27.8,33.48,5.68
FGOALS-g3,HOT_DRY,LA_NINA,351201,Rx5day,8.0,16.88,8.88
MIROC6,HOT_DRY,LA_NINA,351201,Rx5day,122.03,3.22,-118.81
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,Rx5day,10.44,23.51,13.07
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,SDII,7.31,6.01,-1.3
CanESM5,HOT_DRY,LA_NINA,351201,SDII,16.4,3.04,-13.36
CESM2,HOT_DRY,LA_NINA,351201,SDII,12.19,4.36,-7.83
EC-Earth3,HOT_DRY,LA_NINA,351201,SDII,13.06,22.14,9.08
FGOALS-g3,HOT_DRY,LA_NINA,351201,SDII,31.4,0.5,-30.9
MIROC6,HOT_DRY,LA_NINA,351201,SDII,47.79,13.84,-33.95
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,SDII,4.65,2.97,-1.68
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,wet_day_freq,16.77,48.94,32.17
CanESM5,HOT_DRY,LA_NINA,351201,wet_day_freq,3.44,7.24,3.8
CESM2,HOT_DRY,LA_NINA,351201,wet_day_freq,3.85,14.25,10.4
EC-Earth3,HOT_DRY,LA_NINA,351201,wet_day_freq,10.92,15.41,4.49
FGOALS-g3,HOT_DRY,LA_NINA,351201,wet_day_freq,45.13,22.29,-22.84
MIROC6,HOT_DRY,LA_NINA,351201,wet_day_freq,16.61,42.26,25.65
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,wet_day_freq,1.91,8.96,7.05
ACCESS-ESM1-5,RAINY,EL_NINO,351001,CDD,8.03,61.25,53.22
CanESM5,RAINY,EL_NINO,351001,CDD,73.6,56.27,-17.33
CESM2,RAINY,EL_NINO,351001,CDD,66.24,19.78,-46.46
EC-Earth3,RAINY,EL_NINO,351001,CDD,70.04,59.51,-10.53
FGOALS-g3,RAINY,EL_NINO,351001,CDD,49.8,78.46,28.66
MIROC6,RAINY,EL_NINO,351001,CDD,28.94,62.81,33.87
MRI-ESM2-0,RAINY,EL_NINO,351001,CDD,2.41,42.1,39.69
ACCESS-ESM1-5,RAINY,EL_NINO,351001,CWD,4.3,1.14,-3.16
CanESM5,RAINY,EL_NINO,351001,CWD,37.55,37.37,-0.18
CESM2,RAINY,EL_NINO,351001,CWD,17.07,17.73,0.66
EC-Earth3,RAINY,EL_NINO,351001,CWD,84.52,26.23,-58.29
FGOALS-g3,RAINY,EL_NINO,351001,CWD,7.7,25.68,17.98
MIROC6,RAINY,EL_NINO,351001,CWD,25.97,39.32,13.35
MRI-ESM2-0,RAINY,EL_NINO,351001,CWD,35.08,1.66,-33.42
ACCESS-ESM1-5,RAINY,EL_NINO,351001,PRCPTOT,21.33,32.26,10.93
CanESM5,RAINY,EL_NINO,351001,PRCPTOT,24.56,26.11,1.55
CESM2,RAINY,EL_NINO,351001,PRCPTOT,11.86,0.28,-11.58
EC-Earth3,RAINY,EL_NINO,351001,PRCPTOT,42.42,43.76,1.34
FGOALS-g3,RAINY,EL_NINO,351001,PRCPTOT,28.98,14.35,-14.63
MIROC6,RAINY,EL_NINO,351001,PRCPTOT,36.94,43.88,6.94
MRI-ESM2-0,RAINY,EL_NINO,351001,PRCPTOT,6.87,21.69,14.82
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R20mm,50.6,24.13,-26.47
CanESM5,RAINY,EL_NINO,351001,R20mm,61.9,61.9,0.0
CESM2,RAINY,EL_NINO,351001,R20mm,15.03,23.56,8.53
EC-Earth3,RAINY,EL_NINO,351001,R20mm,129.4,56.54,-72.86
FGOALS-g3,RAINY,EL_NINO,351001,R20mm,35.11,25.93,-9.18
MIROC6,RAINY,EL_NINO,351001,R20mm,74.4,72.29,-2.11
MRI-ESM2-0,RAINY,EL_NINO,351001,R20mm,11.89,1.56,-10.33
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R50mm,50.0,50.0,0.0
CanESM5,RAINY,EL_NINO,351001,R50mm,50.0,30.0,-20.0
CESM2,RAINY,EL_NINO,351001,R50mm,50.0,6.25,-43.75
EC-Earth3,RAINY,EL_NINO,351001,R50mm,50.0,81.25,31.25
FGOALS-g3,RAINY,EL_NINO,351001,R50mm,150.0,4.55,-145.45
MIROC6,RAINY,EL_NINO,351001,R50mm,100.0,88.46,-11.54
MRI-ESM2-0,RAINY,EL_NINO,351001,R50mm,50.0,50.0,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R95p,95.27,95.27,0.0
CanESM5,RAINY,EL_NINO,351001,R95p,95.27,27.71,-67.56
CESM2,RAINY,EL_NINO,351001,R95p,70.43,49.26,-21.17
EC-Earth3,RAINY,EL_NINO,351001,R95p,4.73,41.59,36.86
FGOALS-g3,RAINY,EL_NINO,351001,R95p,76.42,17.85,-58.57
MIROC6,RAINY,EL_NINO,351001,R95p,19.4,49.87,30.47
MRI-ESM2-0,RAINY,EL_NINO,351001,R95p,95.27,88.07,-7.2
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R99p,340.74,340.74,0.0
CanESM5,RAINY,EL_NINO,351001,R99p,340.74,340.74,0.0
CESM2,RAINY,EL_NINO,351001,R99p,340.74,340.74,0.0
EC-Earth3,RAINY,EL_NINO,351001,R99p,240.74,242.09,1.35
FGOALS-g3,RAINY,EL_NINO,351001,R99p,240.74,340.74,100.0
MIROC6,RAINY,EL_NINO,351001,R99p,340.74,296.77,-43.97
MRI-ESM2-0,RAINY,EL_NINO,351001,R99p,340.74,340.74,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351001,Rx1day,165.39,151.03,-14.36
CanESM5,RAINY,EL_NINO,351001,Rx1day,118.92,124.18,5.26
CESM2,RAINY,EL_NINO,351001,Rx1day,56.92,100.73,43.81
EC-Earth3,RAINY,EL_NINO,351001,Rx1day,84.25,93.38,9.13
FGOALS-g3,RAINY,EL_NINO,351001,Rx1day,104.99,122.04,17.05
MIROC6,RAINY,EL_NINO,351001,Rx1day,88.16,91.28,3.12
MRI-ESM2-0,RAINY,EL_NINO,351001,Rx1day,124.02,139.58,15.56
ACCESS-ESM1-5,RAINY,EL_NINO,351001,Rx5day,112.32,100.42,-11.9
CanESM5,RAINY,EL_NINO,351001,Rx5day,51.74,49.27,-2.47
CESM2,RAINY,EL_NINO,351001,Rx5day,31.18,56.62,25.44
EC-Earth3,RAINY,EL_NINO,351001,Rx5day,32.42,37.63,5.21
FGOALS-g3,RAINY,EL_NINO,351001,Rx5day,5.71,60.43,54.72
MIROC6,RAINY,EL_NINO,351001,Rx5day,28.59,30.41,1.82
MRI-ESM2-0,RAINY,EL_NINO,351001,Rx5day,83.91,87.72,3.81
ACCESS-ESM1-5,RAINY,EL_NINO,351001,SDII,30.49,42.01,11.52
CanESM5,RAINY,EL_NINO,351001,SDII,6.81,7.73,0.92
CESM2,RAINY,EL_NINO,351001,SDII,9.93,8.87,-1.06
EC-Earth3,RAINY,EL_NINO,351001,SDII,3.5,5.49,1.99
FGOALS-g3,RAINY,EL_NINO,351001,SDII,2.34,10.74,8.4
MIROC6,RAINY,EL_NINO,351001,SDII,6.0,7.42,1.42
MRI-ESM2-0,RAINY,EL_NINO,351001,SDII,22.91,19.4,-3.51
ACCESS-ESM1-5,RAINY,EL_NINO,351001,wet_day_freq,3.14,2.72,-0.42
CanESM5,RAINY,EL_NINO,351001,wet_day_freq,29.85,32.02,2.17
CESM2,RAINY,EL_NINO,351001,wet_day_freq,20.29,7.96,-12.33
EC-Earth3,RAINY,EL_NINO,351001,wet_day_freq,37.11,39.66,2.55
FGOALS-g3,RAINY,EL_NINO,351001,wet_day_freq,10.02,24.42,14.4
MIROC6,RAINY,EL_NINO,351001,wet_day_freq,29.33,37.26,7.93
MRI-ESM2-0,RAINY,EL_NINO,351001,wet_day_freq,14.65,7.28,-7.37
ACCESS-ESM1-5,RAINY,EL_NINO,351002,CDD,26.69,14.77,-11.92
CanESM5,RAINY,EL_NINO,351002,CDD,38.88,28.26,-10.62
CESM2,RAINY,EL_NINO,351002,CDD,31.52,61.1,29.58
EC-Earth3,RAINY,EL_NINO,351002,CDD,35.32,36.72,1.4
FGOALS-g3,RAINY,EL_NINO,351002,CDD,15.08,41.67,26.59
MIROC6,RAINY,EL_NINO,351002,CDD,5.78,14.12,8.34
MRI-ESM2-0,RAINY,EL_NINO,351002,CDD,37.13,75.16,38.03
ACCESS-ESM1-5,RAINY,EL_NINO,351002,CWD,32.6,34.45,1.85
CanESM5,RAINY,EL_NINO,351002,CWD,0.65,5.83,5.18
CESM2,RAINY,EL_NINO,351002,CWD,19.83,4.54,-15.29
EC-Earth3,RAINY,EL_NINO,351002,CWD,47.62,20.96,-26.66
FGOALS-g3,RAINY,EL_NINO,351002,CWD,44.6,15.37,-29.23
MIROC6,RAINY,EL_NINO,351002,CWD,10.93,10.67,-0.26
MRI-ESM2-0,RAINY,EL_NINO,351002,CWD,1.82,23.06,21.24
ACCESS-ESM1-5,RAINY,EL_NINO,351002,PRCPTOT,48.56,57.34,8.78
CanESM5,RAINY,EL_NINO,351002,PRCPTOT,2.67,1.83,-0.84
CESM2,RAINY,EL_NINO,351002,PRCPTOT,15.37,23.28,7.91
EC-Earth3,RAINY,EL_NINO,351002,PRCPTOT,15.19,15.23,0.04
FGOALS-g3,RAINY,EL_NINO,351002,PRCPTOT,1.75,11.79,10.04
MIROC6,RAINY,EL_NINO,351002,PRCPTOT,9.71,14.58,4.87
MRI-ESM2-0,RAINY,EL_NINO,351002,PRCPTOT,34.1,47.92,13.82
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R20mm,110.87,84.78,-26.09
CanESM5,RAINY,EL_NINO,351002,R20mm,1.63,1.78,0.15
CESM2,RAINY,EL_NINO,351002,R20mm,45.24,25.16,-20.08
EC-Earth3,RAINY,EL_NINO,351002,R20mm,69.13,6.7,-62.43
FGOALS-g3,RAINY,EL_NINO,351002,R20mm,25.16,17.43,-7.73
MIROC6,RAINY,EL_NINO,351002,R20mm,14.13,26.42,12.29
MRI-ESM2-0,RAINY,EL_NINO,351002,R20mm,72.16,68.56,-3.6
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R50mm,85.71,85.71,0.0
CanESM5,RAINY,EL_NINO,351002,R50mm,85.71,85.71,0.0
CESM2,RAINY,EL_NINO,351002,R50mm,85.71,25.71,-60.0
EC-Earth3,RAINY,EL_NINO,351002,R50mm,14.29,42.86,28.57
FGOALS-g3,RAINY,EL_NINO,351002,R50mm,114.29,42.85,-71.44
MIROC6,RAINY,EL_NINO,351002,R50mm,64.29,0.0,-64.29
MRI-ESM2-0,RAINY,EL_NINO,351002,R50mm,85.71,85.71,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R95p,83.39,83.39,0.0
CanESM5,RAINY,EL_NINO,351002,R95p,83.39,24.61,-58.78
CESM2,RAINY,EL_NINO,351002,R95p,49.88,17.53,-32.35
EC-Earth3,RAINY,EL_NINO,351002,R95p,16.61,27.13,10.52
FGOALS-g3,RAINY,EL_NINO,351002,R95p,88.3,41.85,-46.45
MIROC6,RAINY,EL_NINO,351002,R95p,3.86,23.54,19.68
MRI-ESM2-0,RAINY,EL_NINO,351002,R95p,83.39,83.39,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R99p,103.42,103.42,0.0
CanESM5,RAINY,EL_NINO,351002,R99p,103.42,103.42,0.0
CESM2,RAINY,EL_NINO,351002,R99p,103.42,103.42,0.0
EC-Earth3,RAINY,EL_NINO,351002,R99p,3.42,103.42,100.0
FGOALS-g3,RAINY,EL_NINO,351002,R99p,3.42,103.42,100.0
MIROC6,RAINY,EL_NINO,351002,R99p,103.42,103.42,0.0
MRI-ESM2-0,RAINY,EL_NINO,351002,R99p,103.42,103.42,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351002,Rx1day,71.18,46.56,-24.62
CanESM5,RAINY,EL_NINO,351002,Rx1day,24.71,29.28,4.57
CESM2,RAINY,EL_NINO,351002,Rx1day,37.29,4.56,-32.73
EC-Earth3,RAINY,EL_NINO,351002,Rx1day,9.96,3.4,-6.56
FGOALS-g3,RAINY,EL_NINO,351002,Rx1day,10.78,25.75,14.97
MIROC6,RAINY,EL_NINO,351002,Rx1day,6.05,7.61,1.56
MRI-ESM2-0,RAINY,EL_NINO,351002,Rx1day,29.81,42.82,13.01
ACCESS-ESM1-5,RAINY,EL_NINO,351002,Rx5day,66.27,49.1,-17.17
CanESM5,RAINY,EL_NINO,351002,Rx5day,5.69,2.89,-2.8
CESM2,RAINY,EL_NINO,351002,Rx5day,14.87,1.32,-13.55
EC-Earth3,RAINY,EL_NINO,351002,Rx5day,13.63,15.71,2.08
FGOALS-g3,RAINY,EL_NINO,351002,Rx5day,40.34,10.17,-30.17
MIROC6,RAINY,EL_NINO,351002,Rx5day,17.46,5.17,-12.29
MRI-ESM2-0,RAINY,EL_NINO,351002,Rx5day,37.86,35.38,-2.48
ACCESS-ESM1-5,RAINY,EL_NINO,351002,SDII,28.4,36.62,8.22
CanESM5,RAINY,EL_NINO,351002,SDII,4.72,7.09,2.37
CESM2,RAINY,EL_NINO,351002,SDII,7.84,0.4,-7.44
EC-Earth3,RAINY,EL_NINO,351002,SDII,5.59,7.56,1.97
FGOALS-g3,RAINY,EL_NINO,351002,SDII,4.43,7.33,2.9
MIROC6,RAINY,EL_NINO,351002,SDII,8.09,11.66,3.57
MRI-ESM2-0,RAINY,EL_NINO,351002,SDII,20.82,20.36,-0.46
ACCESS-ESM1-5,RAINY,EL_NINO,351002,wet_day_freq,21.58,27.7,6.12
CanESM5,RAINY,EL_NINO,351002,wet_day_freq,5.13,11.04,5.91
CESM2,RAINY,EL_NINO,351002,wet_day_freq,4.43,18.45,14.02
EC-Earth3,RAINY,EL_NINO,351002,wet_day_freq,12.39,14.25,1.86
FGOALS-g3,RAINY,EL_NINO,351002,wet_day_freq,14.7,0.31,-14.39
MIROC6,RAINY,EL_NINO,351002,wet_day_freq,4.61,8.0,3.39
MRI-ESM2-0,RAINY,EL_NINO,351002,wet_day_freq,10.07,27.31,17.24
ACCESS-ESM1-5,RAINY,EL_NINO,351003,CDD,86.17,101.5,15.33
CanESM5,RAINY,EL_NINO,351003,CDD,116.27,105.18,-11.09
CESM2,RAINY,EL_NINO,351003,CDD,98.94,81.13,-17.81
EC-Earth3,RAINY,EL_NINO,351003,CDD,96.08,78.5,-17.58
FGOALS-g3,RAINY,EL_NINO,351003,CDD,92.47,121.63,29.16
MIROC6,RAINY,EL_NINO,351003,CDD,91.66,59.18,-32.48
MRI-ESM2-0,RAINY,EL_NINO,351003,CDD,40.26,22.59,-17.67
ACCESS-ESM1-5,RAINY,EL_NINO,351003,CWD,12.01,13.08,1.07
CanESM5,RAINY,EL_NINO,351003,CWD,60.4,68.46,8.06
CESM2,RAINY,EL_NINO,351003,CWD,18.77,48.53,29.76
EC-Earth3,RAINY,EL_NINO,351003,CWD,84.66,100.14,15.48
FGOALS-g3,RAINY,EL_NINO,351003,CWD,15.15,53.08,37.93
MIROC6,RAINY,EL_NINO,351003,CWD,31.58,38.79,7.21
MRI-ESM2-0,RAINY,EL_NINO,351003,CWD,57.93,26.85,-31.08
ACCESS-ESM1-5,RAINY,EL_NINO,351003,PRCPTOT,48.14,55.33,7.19
CanESM5,RAINY,EL_NINO,351003,PRCPTOT,9.12,7.08,-2.04
CESM2,RAINY,EL_NINO,351003,PRCPTOT,24.29,35.89,11.6
EC-Earth3,RAINY,EL_NINO,351003,PRCPTOT,17.82,30.03,12.21
FGOALS-g3,RAINY,EL_NINO,351003,PRCPTOT,4.7,18.41,13.71
MIROC6,RAINY,EL_NINO,351003,PRCPTOT,19.91,23.5,3.59
MRI-ESM2-0,RAINY,EL_NINO,351003,PRCPTOT,40.55,57.24,16.69
ACCESS-ESM1-5,RAINY,EL_NINO,351003,R20mm,144.94,90.06,-54.88
CanESM5,RAINY,EL_NINO,351003,R20mm,32.44,26.63,-5.81
CESM2,RAINY,EL_NINO,351003,R20mm,94.94,80.38,-14.56
EC-Earth3,RAINY,EL_NINO,351003,R20mm,95.06,15.77,-79.29
FGOALS-g3,RAINY,EL_NINO,351003,R20mm,59.23,56.94,-2.29
MIROC6,RAINY,EL_NINO,351003,R20mm,2.12,2.83,0.71
MRI-ESM2-0,RAINY,EL_NINO,351003,R20mm,106.23,91.61,-14.62
ACCESS-ESM1-5,RAINY,EL_NINO,351003,R50mm,140.0,140.0,0.0
CanESM5,RAINY,EL_NINO,351003,R50mm,140.0,80.0,-60.0
CESM2,RAINY,EL_NINO,351003,R50mm,10.0,58.18,48.18
EC-Earth3,RAINY,EL_NINO,351003,R50mm,40.0,40.0,0.0
FGOALS-g3,RAINY,EL_NINO,351003,R50mm,60.0,65.0,5.0
MIROC6,RAINY,EL_NINO,351003,R50mm,47.5,35.0,-12.5
MRI-ESM2-0,RAINY,EL_NINO,351003,R50mm,140.0,140.0,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351003,R95p,185.36,185.36,0.0
CanESM5,RAINY,EL_NINO,351003,R95p,144.9,114.63,-30.27
CESM2,RAINY,EL_NINO,351003,R95p,74.05,114.48,40.43
EC-Earth3,RAINY,EL_NINO,351003,R95p,85.36,23.82,-61.54
FGOALS-g3,RAINY,EL_NINO,351003,R95p,13.67,110.7,97.03
MIROC6,RAINY,EL_NINO,351003,R95p,36.64,42.73,6.09
MRI-ESM2-0,RAINY,EL_NINO,351003,R95p,185.36,178.41,-6.95
ACCESS-ESM1-5,RAINY,EL_NINO,351003,R99p,128.07,128.07,0.0
CanESM5,RAINY,EL_NINO,351003,R99p,128.07,128.07,0.0
CESM2,RAINY,EL_NINO,351003,R99p,28.07,76.32,48.25
EC-Earth3,RAINY,EL_NINO,351003,R99p,28.07,869.89,841.82
FGOALS-g3,RAINY,EL_NINO,351003,R99p,128.07,128.07,0.0
MIROC6,RAINY,EL_NINO,351003,R99p,61.89,42.57,-19.32
MRI-ESM2-0,RAINY,EL_NINO,351003,R99p,128.07,128.07,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351003,Rx1day,125.85,100.09,-25.76
CanESM5,RAINY,EL_NINO,351003,Rx1day,89.33,91.42,2.09
CESM2,RAINY,EL_NINO,351003,Rx1day,9.97,40.82,30.85
EC-Earth3,RAINY,EL_NINO,351003,Rx1day,16.13,114.94,98.81
FGOALS-g3,RAINY,EL_NINO,351003,Rx1day,75.4,85.49,10.09
MIROC6,RAINY,EL_NINO,351003,Rx1day,13.4,46.23,32.83
MRI-ESM2-0,RAINY,EL_NINO,351003,Rx1day,94.43,112.96,18.53
ACCESS-ESM1-5,RAINY,EL_NINO,351003,Rx5day,83.2,60.18,-23.02
CanESM5,RAINY,EL_NINO,351003,Rx5day,43.21,38.49,-4.72
CESM2,RAINY,EL_NINO,351003,Rx5day,19.14,43.03,23.89
EC-Earth3,RAINY,EL_NINO,351003,Rx5day,8.43,80.59,72.16
FGOALS-g3,RAINY,EL_NINO,351003,Rx5day,2.82,42.81,39.99
MIROC6,RAINY,EL_NINO,351003,Rx5day,14.92,21.56,6.64
MRI-ESM2-0,RAINY,EL_NINO,351003,Rx5day,75.38,83.55,8.17
ACCESS-ESM1-5,RAINY,EL_NINO,351003,SDII,37.4,43.25,5.85
CanESM5,RAINY,EL_NINO,351003,SDII,31.32,36.44,5.12
CESM2,RAINY,EL_NINO,351003,SDII,36.87,39.86,2.99
EC-Earth3,RAINY,EL_NINO,351003,SDII,17.92,2.46,-15.46
FGOALS-g3,RAINY,EL_NINO,351003,SDII,22.17,37.06,14.89
MIROC6,RAINY,EL_NINO,351003,SDII,1.8,4.91,3.11
MRI-ESM2-0,RAINY,EL_NINO,351003,SDII,47.42,48.8,1.38
ACCESS-ESM1-5,RAINY,EL_NINO,351003,wet_day_freq,4.33,7.58,3.25
CanESM5,RAINY,EL_NINO,351003,wet_day_freq,32.36,39.57,7.21
CESM2,RAINY,EL_NINO,351003,wet_day_freq,22.46,14.45,-8.01
EC-Earth3,RAINY,EL_NINO,351003,wet_day_freq,46.95,40.92,-6.03
FGOALS-g3,RAINY,EL_NINO,351003,wet_day_freq,12.53,30.06,17.53
MIROC6,RAINY,EL_NINO,351003,wet_day_freq,31.34,31.62,0.28
MRI-ESM2-0,RAINY,EL_NINO,351003,wet_day_freq,17.16,2.41,-14.75
ACCESS-ESM1-5,RAINY,EL_NINO,351004,CDD,4.96,18.36,13.4
CanESM5,RAINY,EL_NINO,351004,CDD,25.14,12.95,-12.19
CESM2,RAINY,EL_NINO,351004,CDD,17.78,45.14,27.36
EC-Earth3,RAINY,EL_NINO,351004,CDD,4.95,2.81,-2.14
FGOALS-g3,RAINY,EL_NINO,351004,CDD,1.34,27.58,26.24
MIROC6,RAINY,EL_NINO,351004,CDD,19.52,41.54,22.02
MRI-ESM2-0,RAINY,EL_NINO,351004,CDD,50.87,48.46,-2.41
ACCESS-ESM1-5,RAINY,EL_NINO,351004,CWD,45.42,39.13,-6.29
CanESM5,RAINY,EL_NINO,351004,CWD,2.97,17.53,14.56
CESM2,RAINY,EL_NINO,351004,CWD,17.51,1.91,-15.6
EC-Earth3,RAINY,EL_NINO,351004,CWD,27.23,23.31,-3.92
FGOALS-g3,RAINY,EL_NINO,351004,CWD,42.28,15.16,-27.12
MIROC6,RAINY,EL_NINO,351004,CWD,8.61,16.85,8.24
MRI-ESM2-0,RAINY,EL_NINO,351004,CWD,0.5,40.89,40.39
ACCESS-ESM1-5,RAINY,EL_NINO,351004,PRCPTOT,58.73,68.45,9.72
CanESM5,RAINY,EL_NINO,351004,PRCPTOT,19.71,16.99,-2.72
CESM2,RAINY,EL_NINO,351004,PRCPTOT,32.41,42.3,9.89
EC-Earth3,RAINY,EL_NINO,351004,PRCPTOT,7.23,21.77,14.54
FGOALS-g3,RAINY,EL_NINO,351004,PRCPTOT,15.29,31.36,16.07
MIROC6,RAINY,EL_NINO,351004,PRCPTOT,7.33,2.48,-4.85
MRI-ESM2-0,RAINY,EL_NINO,351004,PRCPTOT,51.14,67.0,15.86
ACCESS-ESM1-5,RAINY,EL_NINO,351004,R20mm,132.47,81.04,-51.43
CanESM5,RAINY,EL_NINO,351004,R20mm,19.97,13.95,-6.02
CESM2,RAINY,EL_NINO,351004,R20mm,66.84,60.06,-6.78
EC-Earth3,RAINY,EL_NINO,351004,R20mm,107.53,19.14,-88.39
FGOALS-g3,RAINY,EL_NINO,351004,R20mm,46.76,55.15,8.39
MIROC6,RAINY,EL_NINO,351004,R20mm,7.47,11.97,4.5
MRI-ESM2-0,RAINY,EL_NINO,351004,R20mm,93.76,76.59,-17.17
ACCESS-ESM1-5,RAINY,EL_NINO,351004,R50mm,92.31,92.31,0.0
CanESM5,RAINY,EL_NINO,351004,R50mm,92.31,17.31,-75.0
CESM2,RAINY,EL_NINO,351004,R50mm,92.31,28.02,-64.29
EC-Earth3,RAINY,EL_NINO,351004,R50mm,7.69,47.69,40.0
FGOALS-g3,RAINY,EL_NINO,351004,R50mm,107.69,37.76,-69.93
MIROC6,RAINY,EL_NINO,351004,R50mm,57.69,82.69,25.0
MRI-ESM2-0,RAINY,EL_NINO,351004,R50mm,92.31,92.31,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351004,R95p,159.55,159.55,0.0
CanESM5,RAINY,EL_NINO,351004,R95p,159.55,73.59,-85.96
CESM2,RAINY,EL_NINO,351004,R95p,26.28,124.41,98.13
EC-Earth3,RAINY,EL_NINO,351004,R95p,59.55,28.86,-30.69
FGOALS-g3,RAINY,EL_NINO,351004,R95p,12.14,107.27,95.13
MIROC6,RAINY,EL_NINO,351004,R95p,83.68,25.77,-57.91
MRI-ESM2-0,RAINY,EL_NINO,351004,R95p,159.55,146.28,-13.27
ACCESS-ESM1-5,RAINY,EL_NINO,351004,R99p,199.08,199.08,0.0
CanESM5,RAINY,EL_NINO,351004,R99p,199.08,199.08,0.0
CESM2,RAINY,EL_NINO,351004,R99p,199.08,199.08,0.0
EC-Earth3,RAINY,EL_NINO,351004,R99p,99.08,333.71,234.63
FGOALS-g3,RAINY,EL_NINO,351004,R99p,99.08,199.08,100.0
MIROC6,RAINY,EL_NINO,351004,R99p,199.08,142.24,-56.84
MRI-ESM2-0,RAINY,EL_NINO,351004,R99p,199.08,199.08,0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351004,Rx1day,49.1,33.01,-16.09
CanESM5,RAINY,EL_NINO,351004,Rx1day,12.58,20.92,8.34
CESM2,RAINY,EL_NINO,351004,Rx1day,49.42,6.61,-42.81
EC-Earth3,RAINY,EL_NINO,351004,Rx1day,60.62,200.59,139.97
FGOALS-g3,RAINY,EL_NINO,351004,Rx1day,1.35,14.99,13.64
MIROC6,RAINY,EL_NINO,351004,Rx1day,18.18,27.54,9.36
MRI-ESM2-0,RAINY,EL_NINO,351004,Rx1day,17.68,27.34,9.66
ACCESS-ESM1-5,RAINY,EL_NINO,351004,Rx5day,72.55,53.68,-18.87
CanESM5,RAINY,EL_NINO,351004,Rx5day,32.56,28.15,-4.41
CESM2,RAINY,EL_NINO,351004,Rx5day,12.0,36.93,24.93
EC-Earth3,RAINY,EL_NINO,351004,Rx5day,19.08,82.36,63.28
FGOALS-g3,RAINY,EL_NINO,351004,Rx5day,13.47,40.91,27.44
MIROC6,RAINY,EL_NINO,351004,Rx5day,9.41,8.38,-1.03
MRI-ESM2-0,RAINY,EL_NINO,351004,Rx5day,64.73,63.54,-1.19
ACCESS-ESM1-5,RAINY,EL_NINO,351004,SDII,18.71,24.95,6.24
CanESM5,RAINY,EL_NINO,351004,SDII,12.63,8.59,-4.04
CESM2,RAINY,EL_NINO,351004,SDII,15.75,8.68,-7.07
EC-Earth3,RAINY,EL_NINO,351004,SDII,0.77,21.24,20.47
FGOALS-g3,RAINY,EL_NINO,351004,SDII,3.48,20.02,16.54
MIROC6,RAINY,EL_NINO,351004,SDII,0.18,7.36,7.18
MRI-ESM2-0,RAINY,EL_NINO,351004,SDII,28.73,33.14,4.41
ACCESS-ESM1-5,RAINY,EL_NINO,351004,wet_day_freq,41.57,48.36,6.79
CanESM5,RAINY,EL_NINO,351004,wet_day_freq,4.88,6.91,2.03
